S No.;Date;App Name;Usage (in Seconds);Launch Count;is Monitoring;is SystemApp;Package Name
1;2019/12/27;Calendar;1;1;Yes;No;com.android.calendar
2;2019/12/25;Calendar;52;3;Yes;No;com.android.calendar
3;2019/12/24;Calendar;1;1;Yes;No;com.android.calendar
4;2019/12/23;Calendar;3;1;Yes;No;com.android.calendar
5;2019/12/24;nebenan.de (Uninstalled);8;1;Yes;No;de.nebenan.app
6;2019/12/24;AntiVirus (Uninstalled);34;2;Yes;No;com.antivirus
7;2019/12/23;Facebook;307;3;Yes;No;com.facebook.katana
8;2019/12/24;Calendar;5;2;Yes;No;com.google.android.calendar
9;2019/12/28;Messaging;45;4;Yes;No;com.android.mms
10;2019/12/25;Calendar;3;2;Yes;No;com.google.android.calendar
11;2019/12/26;Messaging;15;3;Yes;No;com.android.mms
12;2019/12/27;Facebook;105;4;Yes;No;com.facebook.katana
13;2019/12/26;Diccionario;33;3;Yes;No;es.rae.dle
14;2019/12/24;Facebook;25;1;Yes;No;com.facebook.katana
15;2019/12/27;Chrome;153;3;Yes;No;com.android.chrome
16;2019/12/26;Chrome;205;1;Yes;No;com.android.chrome
17;2019/12/25;Chrome;345;10;Yes;No;com.android.chrome
18;2019/12/24;Chrome;777;6;Yes;No;com.android.chrome
19;2019/12/23;Chrome;632;1;Yes;No;com.android.chrome
20;2019/12/24;Messaging;52;5;Yes;No;com.android.mms
21;2019/12/25;Messaging;9;3;Yes;No;com.android.mms
22;2019/12/23;Messaging;3;1;Yes;No;com.android.mms
23;2019/12/23;Translate;9;2;Yes;No;com.google.android.apps.translate
24;2019/12/28;Contacts and dialer;149;14;Yes;No;com.android.contacts
25;2019/12/26;Contacts and dialer;79;6;Yes;No;com.android.contacts
26;2019/12/27;Contacts and dialer;41;11;Yes;No;com.android.contacts
27;2019/12/24;Contacts and dialer;1;1;Yes;No;com.android.contacts
28;2019/12/25;Contacts and dialer;150;12;Yes;No;com.android.contacts
29;2019/12/23;Contacts and dialer;82;3;Yes;No;com.android.contacts
30;2019/12/25;EL PAÍS;570;21;Yes;No;com.elpais.elpais
31;2019/12/24;EL PAÍS;597;15;Yes;No;com.elpais.elpais
32;2019/12/27;EL PAÍS;1146;24;Yes;No;com.elpais.elpais
33;2019/12/26;EL PAÍS;541;22;Yes;No;com.elpais.elpais
34;2019/12/28;WhatsApp;3161;113;Yes;No;com.whatsapp
35;2019/12/28;EL PAÍS;291;11;Yes;No;com.elpais.elpais
36;2019/12/26;WhatsApp;3514;88;Yes;No;com.whatsapp
37;2019/12/23;Calculator;22;1;Yes;No;com.miui.calculator
38;2019/12/27;WhatsApp;5015;124;Yes;No;com.whatsapp
39;2019/12/24;WhatsApp;7423;155;Yes;No;com.whatsapp
40;2019/12/25;WhatsApp;3879;144;Yes;No;com.whatsapp
41;2019/12/23;Scanner;1;1;Yes;No;com.xiaomi.scanner
42;2019/12/23;WhatsApp;2520;101;Yes;No;com.whatsapp
43;2019/12/23;EL PAÍS;1556;33;Yes;No;com.elpais.elpais
44;2019/12/28;Gmail;359;51;Yes;No;com.google.android.gm
45;2019/12/28;Gallery;9;1;Yes;No;com.miui.gallery
46;2019/12/23;Security;10;3;Yes;No;com.miui.securitycenter
47;2019/12/27;Gallery;4;1;Yes;No;com.miui.gallery
48;2019/12/26;Gallery;39;3;Yes;No;com.miui.gallery
49;2019/12/25;Gallery;63;12;Yes;No;com.miui.gallery
50;2019/12/23;Gallery;105;5;Yes;No;com.miui.gallery
51;2019/12/24;Settings;26;1;Yes;No;com.android.settings
52;2019/12/25;Santander;214;2;Yes;No;es.bancosantander.apps
53;2019/12/23;Gmail;1704;103;Yes;No;com.google.android.gm
54;2019/12/23;Santander;93;3;Yes;No;es.bancosantander.apps
55;2019/12/25;Gmail;569;76;Yes;No;com.google.android.gm
56;2019/12/28;Santander;80;4;Yes;No;es.bancosantander.apps
57;2019/12/24;Gmail;926;79;Yes;No;com.google.android.gm
58;2019/12/26;Santander;113;5;Yes;No;es.bancosantander.apps
59;2019/12/27;Gmail;1987;97;Yes;No;com.google.android.gm
60;2019/12/26;Gmail;1419;61;Yes;No;com.google.android.gm
61;2019/12/27;Santander;275;11;Yes;No;es.bancosantander.apps
62;2019/12/23;Drive;107;6;Yes;No;com.google.android.apps.docs
63;2019/12/23;Spotify;316;18;No;No;com.spotify.music
64;2019/12/24;Spotify;669;20;No;No;com.spotify.music
65;2019/12/25;Spotify;183;3;No;No;com.spotify.music
66;2019/12/26;Spotify;227;13;No;No;com.spotify.music
67;2019/12/27;Spotify;206;3;No;No;com.spotify.music
68;2019/12/23;Maps;248;13;Yes;No;com.google.android.apps.maps
69;2019/12/28;Spotify;240;6;No;No;com.spotify.music
70;2019/12/25;Camera;313;21;Yes;No;com.android.camera
71;2019/12/26;Camera;4;1;Yes;No;com.android.camera
72;2019/12/28;Camera;33;4;Yes;No;com.android.camera
73;2019/12/27;Google;271;13;Yes;No;com.google.android.googlequicksearchbox
74;2019/12/28;Google;165;5;Yes;No;com.google.android.googlequicksearchbox
75;2019/12/23;Package installer;3;1;No;Yes;com.google.android.packageinstaller
76;2019/12/23;Browser;494;8;Yes;No;com.android.browser
77;2019/12/28;Weather;15;1;Yes;No;com.miui.weather2
78;2019/12/24;Messenger;26;1;Yes;No;com.facebook.orca
79;2019/12/26;Instagram;645;18;Yes;No;com.instagram.android
80;2019/12/25;Instagram;4482;97;Yes;No;com.instagram.android
81;2019/12/24;Instagram;1333;26;Yes;No;com.instagram.android
82;2019/12/23;Instagram;496;12;Yes;No;com.instagram.android
83;2019/12/23;Google;101;4;Yes;No;com.google.android.googlequicksearchbox
84;2019/12/24;Google;101;8;Yes;No;com.google.android.googlequicksearchbox
85;2019/12/23;Downloads;11;1;Yes;No;com.android.providers.downloads.ui
86;2019/12/25;Google;191;10;Yes;No;com.google.android.googlequicksearchbox
87;2019/12/26;Google;14;2;Yes;No;com.google.android.googlequicksearchbox
88;2019/12/28;Instagram;1931;60;Yes;No;com.instagram.android
89;2019/12/27;Instagram;2726;38;Yes;No;com.instagram.android
90;2019/12/25;LinkedIn (Uninstalled);574;27;Yes;No;com.linkedin.android
91;2019/12/26;LinkedIn (Uninstalled);1289;35;Yes;No;com.linkedin.android
92;2019/12/27;LinkedIn (Uninstalled);3729;69;Yes;No;com.linkedin.android
93;2019/12/28;LinkedIn (Uninstalled);640;32;Yes;No;com.linkedin.android
94;2019/12/23;LinkedIn (Uninstalled);1075;27;Yes;No;com.linkedin.android
95;2019/12/24;LinkedIn (Uninstalled);707;25;Yes;No;com.linkedin.android
96;2019/12/28;Tinder (Uninstalled);5;1;Yes;No;com.tinder
97;2019/12/23;Photos;14;1;Yes;No;com.google.android.apps.photos
98;2019/12/24;Android system;3;1;No;Yes;android
99;2019/12/23;Android system;4;3;No;Yes;android
100;2019/12/26;Tinder (Uninstalled);11;1;Yes;No;com.tinder
101;2019/12/24;Tinder (Uninstalled);34;1;Yes;No;com.tinder
102;2019/12/23;Tinder (Uninstalled);50;4;Yes;No;com.tinder
103;2019/12/23;BlaBlaCar;63;1;Yes;No;com.comuto
104;2019/12/23;Cleaner;15;2;No;Yes;com.miui.cleanmaster
105;2019/12/28;Clock;42;2;Yes;No;com.android.deskclock
106;2019/12/24;Clock;7;1;Yes;No;com.android.deskclock
107;2019/12/25;Clock;31;4;Yes;No;com.android.deskclock
108;2019/12/28;Kamasutra;369;2;Yes;No;com.exotica.kamasutra.sex.positions
109;2019/12/27;Kamasutra;654;4;Yes;No;com.exotica.kamasutra.sex.positions
110;2019/12/27;Clock;20;4;Yes;No;com.android.deskclock
111;2019/12/28;Phone;211;4;Yes;No;com.android.incallui
112;2019/12/27;Phone;352;7;Yes;No;com.android.incallui
113;2019/12/26;Phone;83;3;Yes;No;com.android.incallui
114;2019/12/25;Phone;164;5;Yes;No;com.android.incallui
115;2019/12/24;Phone;260;3;Yes;No;com.android.incallui
116;2019/12/23;Phone;154;1;Yes;No;com.android.incallui
117;2019/12/26;System launcher;2059;154;No;Yes;com.miui.home
118;2019/12/25;System launcher;1830;230;No;Yes;com.miui.home
119;2019/12/28;System launcher;1355;170;No;Yes;com.miui.home
120;2019/12/27;System launcher;2566;220;No;Yes;com.miui.home
121;2019/12/23;System UI;56;9;No;Yes;com.android.systemui
122;2019/12/24;System UI;76;7;No;Yes;com.android.systemui
123;2019/12/25;System UI;30;12;No;Yes;com.android.systemui
124;2019/12/26;System UI;22;7;No;Yes;com.android.systemui
125;2019/12/27;System UI;29;6;No;Yes;com.android.systemui
126;2019/12/28;System UI;5;4;No;Yes;com.android.systemui
127;2019/12/23;Clock;28;7;Yes;No;com.android.deskclock
128;2019/12/26;App vault;1;1;No;Yes;com.mi.android.globalpersonalassistant
129;2019/12/24;System launcher;1799;190;No;Yes;com.miui.home
130;2019/12/23;System launcher;1753;191;No;Yes;com.miui.home
131;2019/12/29;Contacts and dialer;86;6;Yes;No;com.android.contacts
132;2019/12/29;Package installer;3;1;No;Yes;com.google.android.packageinstaller
133;2019/12/29;Package installer;28;1;No;Yes;com.miui.global.packageinstaller
134;2019/12/29;LinkedIn (Uninstalled);694;34;Yes;No;com.linkedin.android
135;2019/12/29;Google Play Store;108;3;Yes;No;com.android.vending
136;2019/12/29;AntiVirus (Uninstalled);2;1;Yes;No;com.antivirus
137;2019/12/29;Google;20;2;Yes;No;com.google.android.googlequicksearchbox
138;2019/12/29;EL PAÍS;253;10;Yes;No;com.elpais.elpais
139;2019/12/29;Speechnotes;1;1;Yes;No;co.speechnotes.speechnotes
140;2019/12/29;WhatsApp;4580;105;Yes;No;com.whatsapp
141;2019/12/29;Weather;15;3;Yes;No;com.miui.weather2
142;2019/12/29;Gmail;980;71;Yes;No;com.google.android.gm
143;2019/12/29;Spotify;21;2;No;No;com.spotify.music
144;2019/12/29;Clock;74;3;Yes;No;com.android.deskclock
145;2019/12/29;Gallery;9;1;Yes;No;com.miui.gallery
146;2019/12/29;YourHour;519;9;Yes;No;com.mindefy.phoneaddiction.mobilepe
147;2019/12/29;Settings;22;4;Yes;No;com.android.settings
148;2019/12/29;Phone;1463;2;Yes;No;com.android.incallui
149;2019/12/29;Santander;86;3;Yes;No;es.bancosantander.apps
150;2019/12/29;Chrome;33;2;Yes;No;com.android.chrome
151;2019/12/29;System launcher;2452;218;No;Yes;com.miui.home
152;2019/12/29;Evernote;78;2;Yes;No;com.evernote
153;2019/12/29;Calendar;13;2;Yes;No;com.google.android.calendar
154;2019/12/29;System UI;7;2;No;Yes;com.android.systemui
155;2019/12/29;Instagram;2571;42;Yes;No;com.instagram.android
156;2019/12/30;Phone;240;5;Yes;No;com.android.incallui
157;2019/12/30;Instagram;2162;31;Yes;No;com.instagram.android
158;2019/12/30;Google;217;17;Yes;No;com.google.android.googlequicksearchbox
159;2019/12/30;YourHour;51;1;Yes;No;com.mindefy.phoneaddiction.mobilepe
160;2019/12/30;Gallery;72;3;Yes;No;com.miui.gallery
161;2019/12/30;Contacts and dialer;47;11;Yes;No;com.android.contacts
162;2019/12/30;System UI;104;10;No;Yes;com.android.systemui
163;2019/12/30;Gmail;159;16;Yes;No;com.google.android.gm
164;2019/12/30;Spotify;11;1;No;No;com.spotify.music
165;2019/12/30;Chrome;500;13;Yes;No;com.android.chrome
166;2019/12/30;Santander;385;10;Yes;No;es.bancosantander.apps
167;2019/12/30;LinkedIn (Uninstalled);32;2;Yes;No;com.linkedin.android
168;2019/12/30;EL PAÍS;109;6;Yes;No;com.elpais.elpais
169;2019/12/30;System launcher;775;107;No;Yes;com.miui.home
170;2019/12/30;Calendar;4;1;Yes;No;com.android.calendar
171;2019/12/30;WhatsApp;962;63;Yes;No;com.whatsapp
172;2019/12/30;Clock;22;4;Yes;No;com.android.deskclock
173;2019/12/30;Messaging;4;1;Yes;No;com.android.mms
174;2019/12/31;Calendar;85;3;Yes;No;com.google.android.calendar
175;2019/12/31;BlaBlaCar;87;2;Yes;No;com.comuto
176;2019/12/31;Camera;1;1;Yes;No;com.android.camera
177;2019/12/31;Instagram;1494;23;Yes;No;com.instagram.android
178;2019/12/31;Gmail;250;26;Yes;No;com.google.android.gm
179;2019/12/31;Google;8;2;Yes;No;com.google.android.googlequicksearchbox
180;2019/12/31;YourHour;464;5;Yes;No;com.mindefy.phoneaddiction.mobilepe
181;2019/12/31;Gallery;16;2;Yes;No;com.miui.gallery
182;2019/12/31;Contacts and dialer;5;1;Yes;No;com.android.contacts
183;2019/12/31;Android system;9;2;No;Yes;android
184;2019/12/31;System UI;83;3;No;Yes;com.android.systemui
185;2019/12/31;Santander;151;7;Yes;No;es.bancosantander.apps
186;2019/12/31;Spotify;205;11;No;No;com.spotify.music
187;2019/12/31;Clock;22;4;Yes;No;com.android.deskclock
188;2019/12/31;System launcher;957;120;No;Yes;com.miui.home
189;2019/12/31;Calendar;29;3;Yes;No;com.android.calendar
190;2019/12/31;LinkedIn (Uninstalled);258;16;Yes;No;com.linkedin.android
191;2019/12/31;WhatsApp;4107;99;Yes;No;com.whatsapp
192;2019/12/31;EL PAÍS;77;1;Yes;No;com.elpais.elpais
193;2019/12/31;Tinder (Uninstalled);9;1;Yes;No;com.tinder
194;2020/01/01;Evernote;2;1;Yes;No;com.evernote
195;2020/01/01;WhatsApp;7332;149;Yes;No;com.whatsapp
196;2020/01/01;Camera;26;4;Yes;No;com.android.camera
197;2020/01/01;LinkedIn (Uninstalled);219;15;Yes;No;com.linkedin.android
198;2020/01/01;System launcher;2001;144;No;Yes;com.miui.home
199;2020/01/01;Clock;33;4;Yes;No;com.android.deskclock
200;2020/01/01;Instagram;976;28;Yes;No;com.instagram.android
201;2020/01/01;Spotify;170;8;No;No;com.spotify.music
202;2020/01/01;EL PAÍS;338;10;Yes;No;com.elpais.elpais
203;2020/01/01;BlaBlaCar;146;3;Yes;No;com.comuto
204;2020/01/01;Tinder (Uninstalled);38;3;Yes;No;com.tinder
205;2020/01/01;System UI;8;3;No;Yes;com.android.systemui
206;2020/01/01;Messaging;12;2;Yes;No;com.android.mms
207;2020/01/01;Contacts and dialer;325;27;Yes;No;com.android.contacts
208;2020/01/01;Santander;92;3;Yes;No;es.bancosantander.apps
209;2020/01/01;Gallery;44;3;Yes;No;com.miui.gallery
210;2020/01/01;Android system;5;1;No;Yes;android
211;2020/01/01;Browser;13;1;Yes;No;com.android.browser
212;2020/01/01;Google;3;2;Yes;No;com.google.android.googlequicksearchbox
213;2020/01/01;Gmail;684;37;Yes;No;com.google.android.gm
214;2020/01/01;Phone;903;12;Yes;No;com.android.incallui
215;2020/01/01;Package installer;3;1;No;Yes;com.google.android.packageinstaller
216;2020/01/01;YourHour;20;3;Yes;No;com.mindefy.phoneaddiction.mobilepe
217;2020/01/02;LinkedIn (Uninstalled);1397;35;Yes;No;com.linkedin.android
218;2020/01/02;Cast;8;2;No;Yes;com.milink.service
219;2020/01/02;idealista (Uninstalled);200;9;Yes;No;com.idealista.android
220;2020/01/02;System UI;22;8;No;Yes;com.android.systemui
221;2020/01/02;Gallery;62;2;Yes;No;com.miui.gallery
222;2020/01/02;nebenan.de (Uninstalled);160;4;Yes;No;de.nebenan.app
223;2020/01/02;Maps;26;1;Yes;No;com.google.android.apps.maps
224;2020/01/02;Phone;262;2;Yes;No;com.android.incallui
225;2020/01/02;WhatsApp;3492;113;Yes;No;com.whatsapp
226;2020/01/02;System launcher;3105;286;No;Yes;com.miui.home
227;2020/01/02;Clock;178;11;Yes;No;com.android.deskclock
228;2020/01/02;Instagram;779;21;Yes;No;com.instagram.android
229;2020/01/02;Spotify;46;4;No;No;com.spotify.music
230;2020/01/02;Ruler (Uninstalled);390;5;Yes;No;net.kosev.rulering
231;2020/01/02;EL PAÍS;821;32;Yes;No;com.elpais.elpais
232;2020/01/02;BlaBlaCar;73;2;Yes;No;com.comuto
233;2020/01/02;Android system;5;2;No;Yes;android
234;2020/01/02;InfoJobs (Uninstalled);5;1;Yes;No;net.infojobs.mobile.android
235;2020/01/02;Contacts and dialer;238;13;Yes;No;com.android.contacts
236;2020/01/02;Messaging;13;3;Yes;No;com.android.mms
237;2020/01/02;Weather;5;1;Yes;No;com.miui.weather2
238;2020/01/02;YourHour;94;3;Yes;No;com.mindefy.phoneaddiction.mobilepe
239;2020/01/02;Google;31;2;Yes;No;com.google.android.googlequicksearchbox
240;2020/01/02;Chrome;208;2;Yes;No;com.android.chrome
241;2020/01/02;Santander;81;4;Yes;No;es.bancosantander.apps
242;2020/01/02;Gmail;936;102;Yes;No;com.google.android.gm
243;2020/01/03;Evernote;2209;6;Yes;No;com.evernote
244;2020/01/03;LinkedIn (Uninstalled);1083;54;Yes;No;com.linkedin.android
245;2020/01/03;Google Play services;3;1;No;Yes;com.google.android.gms
246;2020/01/03;Tinder (Uninstalled);33;1;Yes;No;com.tinder
247;2020/01/03;Gallery;28;2;Yes;No;com.miui.gallery
248;2020/01/03;System UI;54;18;No;Yes;com.android.systemui
249;2020/01/03;Medium;229;1;Yes;No;com.medium.reader
250;2020/01/03;Maps;306;16;Yes;No;com.google.android.apps.maps
251;2020/01/03;Phone;312;2;Yes;No;com.android.incallui
252;2020/01/03;WhatsApp;4389;144;Yes;No;com.whatsapp
253;2020/01/03;Clock;7;1;Yes;No;com.android.deskclock
254;2020/01/03;Spotify;645;40;No;No;com.spotify.music
255;2020/01/03;System launcher;1592;250;No;Yes;com.miui.home
256;2020/01/03;EL PAÍS;839;15;Yes;No;com.elpais.elpais
257;2020/01/03;Instagram;1743;31;Yes;No;com.instagram.android
258;2020/01/03;Drive;240;7;Yes;No;com.google.android.apps.docs
259;2020/01/03;Android system;3;2;No;Yes;android
260;2020/01/03;Contacts and dialer;257;9;Yes;No;com.android.contacts
261;2020/01/03;Gboard;13;1;No;Yes;com.google.android.inputmethod.latin
262;2020/01/03;YourHour;92;3;Yes;No;com.mindefy.phoneaddiction.mobilepe
263;2020/01/03;Santander;38;1;Yes;No;es.bancosantander.apps
264;2020/01/03;Chrome;156;6;Yes;No;com.android.chrome
265;2020/01/03;Gmail;1201;109;Yes;No;com.google.android.gm
266;2020/01/03;Google;133;6;Yes;No;com.google.android.googlequicksearchbox
267;2020/01/04;Phone;69;2;Yes;No;com.android.incallui
268;2020/01/04;LinkedIn (Uninstalled);396;14;Yes;No;com.linkedin.android
269;2020/01/04;WhatsApp;3197;121;Yes;No;com.whatsapp
270;2020/01/04;Spotify;393;23;No;No;com.spotify.music
271;2020/01/04;idealista (Uninstalled);58;3;Yes;No;com.idealista.android
272;2020/01/04;Gallery;19;2;Yes;No;com.miui.gallery
273;2020/01/04;System launcher;1867;218;No;Yes;com.miui.home
274;2020/01/04;Instagram;3013;52;Yes;No;com.instagram.android
275;2020/01/04;BlaBlaCar;3;1;Yes;No;com.comuto
276;2020/01/04;Android system;1;1;No;Yes;android
277;2020/01/04;EL PAÍS;434;16;Yes;No;com.elpais.elpais
278;2020/01/04;System UI;16;6;No;Yes;com.android.systemui
279;2020/01/04;YouTube;256;3;Yes;No;com.google.android.youtube
280;2020/01/04;Weather;17;1;Yes;No;com.miui.weather2
281;2020/01/04;Contacts and dialer;81;8;Yes;No;com.android.contacts
282;2020/01/04;Photos;478;5;Yes;No;com.google.android.apps.photos
283;2020/01/04;Messaging;2;1;Yes;No;com.android.mms
284;2020/01/04;Gmail;624;71;Yes;No;com.google.android.gm
285;2020/01/04;YourHour;8;2;Yes;No;com.mindefy.phoneaddiction.mobilepe
286;2020/01/04;Camera;19;3;Yes;No;com.android.camera
287;2020/01/04;Chrome;157;4;Yes;No;com.android.chrome
288;2020/01/04;Google;197;14;Yes;No;com.google.android.googlequicksearchbox
289;2020/01/04;Santander;40;1;Yes;No;es.bancosantander.apps
290;2020/01/05;LinkedIn (Uninstalled);69;6;Yes;No;com.linkedin.android
291;2020/01/05;EL PAÍS;224;5;Yes;No;com.elpais.elpais
292;2020/01/05;Phone services;1;1;No;Yes;com.android.phone
293;2020/01/05;System UI;2;2;No;Yes;com.android.systemui
294;2020/01/05;Photos;63;2;Yes;No;com.google.android.apps.photos
295;2020/01/05;Kamasutra;875;5;Yes;No;com.exotica.kamasutra.sex.positions
296;2020/01/05;Google Play Store;238;6;Yes;No;com.android.vending
297;2020/01/05;Camera;8;2;Yes;No;com.android.camera
298;2020/01/05;Phone;198;6;Yes;No;com.android.incallui
299;2020/01/05;Cleaner;20;1;No;Yes;com.miui.cleanmaster
300;2020/01/05;Maps;217;3;Yes;No;com.google.android.apps.maps
301;2020/01/05;WhatsApp;2164;80;Yes;No;com.whatsapp
302;2020/01/05;Gallery;126;2;Yes;No;com.miui.gallery
303;2020/01/05;Spotify;200;4;No;No;com.spotify.music
304;2020/01/05;Instagram;1709;45;Yes;No;com.instagram.android
305;2020/01/05;Android system;1;1;No;Yes;android
306;2020/01/05;Drive;50;4;Yes;No;com.google.android.apps.docs
307;2020/01/05;System launcher;836;118;No;Yes;com.miui.home
308;2020/01/05;Gboard;24;1;No;Yes;com.google.android.inputmethod.latin
309;2020/01/05;Contacts and dialer;264;13;Yes;No;com.android.contacts
310;2020/01/05;Gmail;92;21;Yes;No;com.google.android.gm
311;2020/01/05;YourHour;245;5;Yes;No;com.mindefy.phoneaddiction.mobilepe
312;2020/01/05;Google;68;7;Yes;No;com.google.android.googlequicksearchbox
313;2020/01/05;Santander;139;2;Yes;No;es.bancosantander.apps
314;2020/01/06;LinkedIn (Uninstalled);348;11;Yes;No;com.linkedin.android
315;2020/01/06;Clock;24;2;Yes;No;com.android.deskclock
316;2020/01/06;Maps;37;2;Yes;No;com.google.android.apps.maps
317;2020/01/06;Phone;189;3;Yes;No;com.android.incallui
318;2020/01/06;Google Play services;4;1;No;Yes;com.google.android.gms
319;2020/01/06;Contacts and dialer;152;13;Yes;No;com.android.contacts
320;2020/01/06;System UI;8;7;No;Yes;com.android.systemui
321;2020/01/06;BlaBlaCar;318;8;Yes;No;com.comuto
322;2020/01/06;Gallery;59;1;Yes;No;com.miui.gallery
323;2020/01/06;Spotify;265;13;No;No;com.spotify.music
324;2020/01/06;Instagram;5061;110;Yes;No;com.instagram.android
325;2020/01/06;EL PAÍS;727;22;Yes;No;com.elpais.elpais
326;2020/01/06;Browser;101;3;Yes;No;com.android.browser
327;2020/01/06;System launcher;2028;216;No;Yes;com.miui.home
328;2020/01/06;Tinder (Uninstalled);86;2;Yes;No;com.tinder
329;2020/01/06;WhatsApp;2707;120;Yes;No;com.whatsapp
330;2020/01/06;Santander;1;1;Yes;No;es.bancosantander.apps
331;2020/01/06;Messaging;52;2;Yes;No;com.android.mms
332;2020/01/06;Camera;30;4;Yes;No;com.android.camera
333;2020/01/06;Gmail;445;49;Yes;No;com.google.android.gm
334;2020/01/06;Google;253;15;Yes;No;com.google.android.googlequicksearchbox
335;2020/01/06;Chrome;585;7;Yes;No;com.android.chrome
336;2020/01/06;Meditation Timer;1;1;Yes;No;uk.co.telesense.tm.free
337;2020/01/07;LinkedIn (Uninstalled);3162;38;Yes;No;com.linkedin.android
338;2020/01/07;Notifications;11;1;No;Yes;com.miui.notification
339;2020/01/07;Contacts and dialer;1;1;Yes;No;com.android.contacts
340;2020/01/07;Google Play services;2;1;No;Yes;com.google.android.gms
341;2020/01/07;System UI;35;13;No;Yes;com.android.systemui
342;2020/01/07;EL PAÍS;1046;37;Yes;No;com.elpais.elpais
343;2020/01/07;YouTube;384;2;Yes;No;com.google.android.youtube
344;2020/01/07;TooGoodToGo;2;1;Yes;No;com.app.tgtg
345;2020/01/07;Tinder (Uninstalled);464;12;Yes;No;com.tinder
346;2020/01/07;Camera;143;3;Yes;No;com.android.camera
347;2020/01/07;WhatsApp;1952;80;Yes;No;com.whatsapp
348;2020/01/07;Google Play Store;38;2;Yes;No;com.android.vending
349;2020/01/07;Instagram;2116;59;Yes;No;com.instagram.android
350;2020/01/07;Clock;128;12;Yes;No;com.android.deskclock
351;2020/01/07;YourHour;40;1;Yes;No;com.mindefy.phoneaddiction.mobilepe
352;2020/01/07;Maps;179;6;Yes;No;com.google.android.apps.maps
353;2020/01/07;BlaBlaCar;33;1;Yes;No;com.comuto
354;2020/01/07;Settings;81;3;Yes;No;com.android.settings
355;2020/01/07;Spotify;33;5;No;No;com.spotify.music
356;2020/01/07;Chrome;466;11;Yes;No;com.android.chrome
357;2020/01/07;Browser;107;5;Yes;No;com.android.browser
358;2020/01/07;Google;92;5;Yes;No;com.google.android.googlequicksearchbox
359;2020/01/07;InfoJobs (Uninstalled);42;1;Yes;No;net.infojobs.mobile.android
360;2020/01/07;idealista (Uninstalled);6;1;Yes;No;com.idealista.android
361;2020/01/07;System launcher;2568;259;No;Yes;com.miui.home
362;2020/01/07;Messaging;10;2;Yes;No;com.android.mms
363;2020/01/07;Santander;119;1;Yes;No;es.bancosantander.apps
364;2020/01/07;Gmail;1120;76;Yes;No;com.google.android.gm
365;2020/01/07;DigiD;338;7;Yes;No;nl.rijksoverheid.digid.pub
366;2020/01/08;LinkedIn (Uninstalled);977;48;Yes;No;com.linkedin.android
367;2020/01/08;Contacts and dialer;18;5;Yes;No;com.android.contacts
368;2020/01/09;Contacts and dialer;287;16;Yes;No;com.android.contacts
369;2020/01/09;EL PAÍS;330;12;Yes;No;com.elpais.elpais
370;2020/01/08;EL PAÍS;234;15;Yes;No;com.elpais.elpais
371;2020/01/09;Tinder (Uninstalled);327;7;Yes;No;com.tinder
372;2020/01/08;Tinder (Uninstalled);72;2;Yes;No;com.tinder
373;2020/01/08;WhatsApp;2941;85;Yes;No;com.whatsapp
374;2020/01/09;WhatsApp;2470;85;Yes;No;com.whatsapp
375;2020/01/09;Calculator;214;2;Yes;No;com.miui.calculator
376;2020/01/09;LinkedIn (Uninstalled);568;45;Yes;No;com.linkedin.android
377;2020/01/08;Meditation Timer;1071;1;Yes;No;uk.co.telesense.tm.free
378;2020/01/09;Clock;38;6;Yes;No;com.android.deskclock
379;2020/01/08;Clock;49;5;Yes;No;com.android.deskclock
380;2020/01/09;Spotify;41;3;No;No;com.spotify.music
381;2020/01/08;Gmail;1400;69;Yes;No;com.google.android.gm
382;2020/01/08;Phone;241;3;Yes;No;com.android.incallui
383;2020/01/09;Gmail;1045;74;Yes;No;com.google.android.gm
384;2020/01/09;Phone;933;5;Yes;No;com.android.incallui
385;2020/01/08;YourHour;101;2;Yes;No;com.mindefy.phoneaddiction.mobilepe
386;2020/01/08;Maps;47;2;Yes;No;com.google.android.apps.maps
387;2020/01/08;Spotify;63;5;No;No;com.spotify.music
388;2020/01/08;Android system;5;3;No;Yes;android
389;2020/01/09;Gallery;21;1;Yes;No;com.miui.gallery
390;2020/01/08;Gallery;34;3;Yes;No;com.miui.gallery
391;2020/01/09;Android system;5;2;No;Yes;android
392;2020/01/08;Browser;13;1;Yes;No;com.android.browser
393;2020/01/09;System launcher;1267;188;No;Yes;com.miui.home
394;2020/01/08;Drive;10;1;Yes;No;com.google.android.apps.docs
395;2020/01/09;Drive;394;1;Yes;No;com.google.android.apps.docs
396;2020/01/08;System launcher;1467;153;No;Yes;com.miui.home
397;2020/01/09;Maps;230;10;Yes;No;com.google.android.apps.maps
398;2020/01/08;Santander;36;3;Yes;No;es.bancosantander.apps
399;2020/01/09;Santander;181;3;Yes;No;es.bancosantander.apps
400;2020/01/09;Medium;136;3;Yes;No;com.medium.reader
401;2020/01/08;System UI;25;3;No;Yes;com.android.systemui
402;2020/01/09;System UI;61;2;No;Yes;com.android.systemui
403;2020/01/09;InfoJobs (Uninstalled);20;2;Yes;No;net.infojobs.mobile.android
404;2020/01/09;Browser;33;2;Yes;No;com.android.browser
405;2020/01/09;Camera;42;1;Yes;No;com.android.camera
406;2020/01/08;Camera;73;2;Yes;No;com.android.camera
407;2020/01/09;Calendar;4;2;Yes;No;com.android.calendar
